Team,Result,Margin,BR,Toss,Bat,Opposition,Ground,Date
South Africa,lost,32 runs,0,won,2nd,Australia,Perth,14-Nov-14
South Africa,won,3 wickets,134,lost,2nd,Australia,Perth,16-Nov-14
Australia,lost,3 wickets,134,won,1st,South Africa,Perth,16-Nov-14
India,won,3 wickets,8,lost,2nd,Sri Lanka,Ranchi,16-Nov-14
Sri Lanka,lost,3 wickets,8,won,1st,India,Ranchi,16-Nov-14
Australia,won,73 runs,0,won,1st,South Africa,Canberra,19-Nov-14
South Africa,lost,73 runs,0,lost,2nd,Australia,Canberra,19-Nov-14
Australia,won,3 wickets,6,lost,2nd,South Africa,Melbourne,21-Nov-14
South Africa,lost,3 wickets,6,won,1st,Australia,Melbourne,21-Nov-14
Australia,won,2 wickets,5,lost,2nd,South Africa,Sydney,23-Nov-14
South Africa,lost,2 wickets,5,won,1st,Australia,Sydney,23-Nov-14
Sri Lanka,won,25 runs,0,lost,1st,England,Colombo (RPS),26-Nov-14
England,lost,25 runs,0,won,2nd,Sri Lanka,Colombo (RPS),26-Nov-14
Sri Lanka,won,8 wickets,64,lost,2nd,England,Colombo (RPS),29-Nov-14
England,lost,8 wickets,64,won,1st,Sri Lanka,Colombo (RPS),29-Nov-14
England,won,5 wickets,8,lost,2nd,Sri Lanka,Hambantota,3-Dec-14
Sri Lanka,lost,5 wickets,8,won,1st,England,Hambantota,3-Dec-14
Sri Lanka,won,6 wickets,2,lost,2nd,England,Colombo (RPS),7-Dec-14
England,lost,6 wickets,2,won,1st,Sri Lanka,Colombo (RPS),7-Dec-14
Pakistan,won,3 wickets,3,won,2nd,New Zealand,Dubai (DSC),8-Dec-14
New Zealand,lost,3 wickets,3,lost,1st,Pakistan,Dubai (DSC),8-Dec-14
England,won,5 wickets,5,won,2nd,Sri Lanka,Pallekele,10-Dec-14
Sri Lanka,lost,5 wickets,5,lost,1st,England,Pallekele,10-Dec-14
New Zealand,won,4 wickets,24,lost,2nd,Pakistan,Sharjah,12-Dec-14
Pakistan,lost,4 wickets,24,won,1st,New Zealand,Sharjah,12-Dec-14
Sri Lanka,won,90 runs,0,won,1st,England,Pallekele,13-Dec-14
England,lost,90 runs,0,lost,2nd,Sri Lanka,Pallekele,13-Dec-14
Pakistan,won,147 runs,0,won,1st,New Zealand,Sharjah,14-Dec-14
New Zealand,lost,147 runs,0,lost,2nd,Pakistan,Sharjah,14-Dec-14
Sri Lanka,won,87 runs,0,won,1st,England,Colombo (RPS),16-Dec-14
England,lost,87 runs,0,lost,2nd,Sri Lanka,Colombo (RPS),16-Dec-14
New Zealand,won,7 runs,0,won,1st,Pakistan,Abu Dhabi,17-Dec-14
Pakistan,lost,7 runs,0,lost,2nd,New Zealand,Abu Dhabi,17-Dec-14
New Zealand,won,68 runs,0,won,1st,Pakistan,Abu Dhabi,19-Dec-14
Pakistan,lost,68 runs,0,lost,2nd,New Zealand,Abu Dhabi,19-Dec-14
New Zealand,won,3 wickets,42,lost,2nd,Sri Lanka,Christchurch,11-Jan-15
Sri Lanka,lost,3 wickets,42,won,1st,New Zealand,Christchurch,11-Jan-15
Sri Lanka,won,6 wickets,14,lost,2nd,New Zealand,Hamilton,15-Jan-15
New Zealand,lost,6 wickets,14,won,1st,Sri Lanka,Hamilton,15-Jan-15
Australia,won,3 wickets,61,lost,2nd,England,Sydney,16-Jan-15
England,lost,3 wickets,61,won,1st,Australia,Sydney,16-Jan-15
South Africa,won,61 runs,0,won,1st,West Indies,Durban,16-Jan-15
West Indies,lost,61 runs,0,lost,2nd,South Africa,Durban,16-Jan-15
Australia,won,4 wickets,6,lost,2nd,India,Melbourne,18-Jan-15
India,lost,4 wickets,6,won,1st,Australia,Melbourne,18-Jan-15
South Africa,won,148 runs,0,lost,1st,West Indies,Johannesburg,18-Jan-15
West Indies,lost,148 runs,0,won,2nd,South Africa,Johannesburg,18-Jan-15
New Zealand,won,4 wickets,11,lost,2nd,Sri Lanka,Nelson,20-Jan-15
Sri Lanka,lost,4 wickets,11,won,1st,New Zealand,Nelson,20-Jan-15
England,won,9 wickets,135,lost,2nd,India,Brisbane,20-Jan-15
India,lost,9 wickets,135,won,1st,England,Brisbane,20-Jan-15
South Africa,won,9 wickets,152,lost,2nd,West Indies,East London,21-Jan-15
West Indies,lost,9 wickets,152,won,1st,South Africa,East London,21-Jan-15
New Zealand,won,108 runs,0,lost,1st,Sri Lanka,Dunedin,23-Jan-15
Sri Lanka,lost,108 runs,0,won,2nd,New Zealand,Dunedin,23-Jan-15
Australia,won,3 wickets,1,won,2nd,England,Hobart,23-Jan-15
England,lost,3 wickets,1,lost,1st,Australia,Hobart,23-Jan-15
New Zealand,won,120 runs,0,won,1st,Sri Lanka,Dunedin,25-Jan-15
Sri Lanka,lost,120 runs,0,lost,2nd,New Zealand,Dunedin,25-Jan-15
West Indies,won,1 wickets,9,won,2nd,South Africa,Port Elizabeth,25-Jan-15
South Africa,lost,1 wickets,9,lost,1st,West Indies,Port Elizabeth,25-Jan-15
South Africa,won,131 runs,0,lost,1st,West Indies,Centurion,28-Jan-15
West Indies,lost,131 runs,0,won,2nd,South Africa,Centurion,28-Jan-15
Sri Lanka,won,34 runs,0,won,1st,New Zealand,Wellington,29-Jan-15
New Zealand,lost,34 runs,0,lost,2nd,Sri Lanka,Wellington,29-Jan-15
England,won,3 wickets,19,won,2nd,India,Perth,30-Jan-15
India,lost,3 wickets,19,lost,1st,England,Perth,30-Jan-15
New Zealand,won,7 wickets,63,won,2nd,Pakistan,Wellington,31-Jan-15
Pakistan,lost,7 wickets,63,lost,1st,New Zealand,Wellington,31-Jan-15
Australia,won,112 runs,0,lost,1st,England,Perth,1-Feb-15
England,lost,112 runs,0,won,2nd,Australia,Perth,1-Feb-15
New Zealand,won,119 runs,0,won,1st,Pakistan,Napier,3-Feb-15
Pakistan,lost,119 runs,0,lost,2nd,New Zealand,Napier,3-Feb-15
New Zealand,won,98 runs,0,lost,1st,Sri Lanka,Christchurch,14-Feb-15
Sri Lanka,lost,98 runs,0,won,2nd,New Zealand,Christchurch,14-Feb-15
Australia,won,111 runs,0,lost,1st,England,Melbourne,14-Feb-15
England,lost,111 runs,0,won,2nd,Australia,Melbourne,14-Feb-15
India,won,76 runs,0,won,1st,Pakistan,Adelaide,15-Feb-15
Pakistan,lost,76 runs,0,lost,2nd,India,Adelaide,15-Feb-15
New Zealand,won,8 wickets,226,lost,2nd,England,Wellington,20-Feb-15
England,lost,8 wickets,226,won,1st,New Zealand,Wellington,20-Feb-15
West Indies,won,150 runs,0,lost,1st,Pakistan,Christchurch,21-Feb-15
Pakistan,lost,150 runs,0,won,2nd,West Indies,Christchurch,21-Feb-15
India,won,130 runs,0,won,1st,South Africa,Melbourne,22-Feb-15
South Africa,lost,130 runs,0,lost,2nd,India,Melbourne,22-Feb-15
South Africa,won,257 runs,0,won,1st,West Indies,Sydney,27-Feb-15
West Indies,lost,257 runs,0,lost,2nd,South Africa,Sydney,27-Feb-15
New Zealand,won,1 wickets,161,lost,2nd,Australia,Auckland,28-Feb-15
Australia,lost,1 wickets,161,won,1st,New Zealand,Auckland,28-Feb-15
Sri Lanka,won,9 wickets,16,lost,2nd,England,Wellington,1-Mar-15
England,lost,9 wickets,16,won,1st,Sri Lanka,Wellington,1-Mar-15
India,won,4 wickets,65,lost,2nd,West Indies,Perth,6-Mar-15
West Indies,lost,4 wickets,65,won,1st,India,Perth,6-Mar-15
Pakistan,won,29 runs,0,lost,1st,South Africa,Auckland,7-Mar-15
South Africa,lost,29 runs,0,won,2nd,Pakistan,Auckland,7-Mar-15
Australia,won,64 runs,0,won,1st,Sri Lanka,Sydney,8-Mar-15
Sri Lanka,lost,64 runs,0,lost,2nd,Australia,Sydney,8-Mar-15
South Africa,won,9 wickets,192,lost,2nd,Sri Lanka,Sydney,18-Mar-15
Sri Lanka,lost,9 wickets,192,won,1st,South Africa,Sydney,18-Mar-15
Australia,won,6 wickets,97,lost,2nd,Pakistan,Adelaide,20-Mar-15
Pakistan,lost,6 wickets,97,won,1st,Australia,Adelaide,20-Mar-15
New Zealand,won,143 runs,0,won,1st,West Indies,Wellington,21-Mar-15
West Indies,lost,143 runs,0,lost,2nd,New Zealand,Wellington,21-Mar-15
New Zealand,won,4 wickets,1,lost,2nd,South Africa,Auckland,24-Mar-15
South Africa,lost,4 wickets,1,won,1st,New Zealand,Auckland,24-Mar-15
Australia,won,95 runs,0,won,1st,India,Sydney,26-Mar-15
India,lost,95 runs,0,lost,2nd,Australia,Sydney,26-Mar-15
Australia,won,7 wickets,101,lost,2nd,New Zealand,Melbourne,29-Mar-15
New Zealand,lost,7 wickets,101,won,1st,Australia,Melbourne,29-Mar-15
England,won,210 runs,0,lost,1st,New Zealand,Birmingham,9-Jun-15
New Zealand,lost,210 runs,0,won,2nd,England,Birmingham,9-Jun-15
New Zealand,won,13 runs,0,won,1st,England,The Oval,12-Jun-15
England,lost,13 runs,0,lost,2nd,New Zealand,The Oval,12-Jun-15
New Zealand,won,3 wickets,6,lost,2nd,England,Southampton,14-Jun-15
England,lost,3 wickets,6,won,1st,New Zealand,Southampton,14-Jun-15
England,won,7 wickets,36,lost,2nd,New Zealand,Nottingham,17-Jun-15
New Zealand,lost,7 wickets,36,won,1st,England,Nottingham,17-Jun-15
England,won,3 wickets,6,won,2nd,New Zealand,Chester-le-Street,20-Jun-15
